measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1980,57998.875449028346,60157.04586552954,53834.18456571906
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1980,25.232886979495866,26.17181673943447,23.42100401539537
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1980,1518.3721977429755,1589.9934170678382,1380.546467040104
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1980,0.660580291632173,0.6917396911647757,0.6006180758345864
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1980,925426.8076031451,961525.4512683497,848262.4939979033
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,1980,402.61453111393064,418.3195424381193,369.04356290157955
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,1,Number,1980,74214.041199976,76359.53466051184,70430.32913021393
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,3,Rate,1980,32.28742797843362,33.220842524591916,30.64129297529604
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,3,Rate,1980,20.580592460522865,21.059559581223244,19.73297995236109
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,1,Number,1980,94683.69788738881,213801.47212667103,40013.02079936384
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,3,Rate,1980,41.19292019192488,93.01608592330908,17.40799323645298
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,1,Number,1980,27.38159186840091,31.2191225501453,23.757480886871626
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,3,Rate,1980,0.011912586366286471,0.013582135598459154,0.010335887127032347
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1980,55738.56598670668,56325.77553135471,55104.85267623266
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,1980,24.249520789032868,24.5049911228742,23.973818610037245
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1980,68236.76100268302,70124.61444951048,64708.44138511927
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1980,29.68696315053154,30.508289293303235,28.15193873069138
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1980,2065.217202275059,2155.7394436782624,1906.2675578570672
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,1980,0.8984897008721258,0.9378721452518461,0.8293373529691905
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1985,110.71000264182864,119.9330189274949,102.05355702806676
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,1985,0.04587138296413587,0.0496928309094764,0.04228468688987295
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,1,Number,1980,60354.96432730651,60984.15829844869,59598.07242821891
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,3,Rate,1980,26.25792279129342,26.531658794605455,25.928630755930442
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,1,Number,1980,47305.37650150911,48406.30301856813,45357.10271381841
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,1,Number,1985,75286.41763501396,77769.2001265224,70632.96602647663
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,3,Rate,1985,31.19403859564894,32.222750218510065,29.265935842992686
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,3,Rate,1985,17.541438736616843,17.999976270040886,16.709703264973328
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1985,54562.48368483636,55048.81398332905,53984.080090478594
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,1985,22.60732115307452,22.808826372448326,22.36766645023381
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,1,Number,1985,505011.47199979395,518599.9537330748,477470.7306531895
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,3,Rate,1985,209.24554313606424,214.87577016717609,197.83436200265328
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1985,5364.351985129729,5539.725454690598,5072.502869041659
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1985,2.222655933451651,2.2953198607573158,2.101731696685692
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1985,39328.29575750116,40225.9259112295,37639.21784345547
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1985,16.295215183542343,16.66713764365679,15.59536568482882
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1985,5984.2356404221955,6003.009971393078,5965.708936224728
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1985,2.4794974099813047,2.487276332439169,2.471821088754443
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1985,64536.6486354857,67936.40356793404,57892.08510694729
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1985,26.73999868248344,28.148647013882105,23.986902205436195
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,1,Number,1985,616.0441679865237,646.8158120309882,576.0739763437329
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,3,Rate,1985,0.2552506302791424,0.26800049781339175,0.23868945311136563
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,1,Number,1985,6680.408198513262,6812.359714313846,6459.308439593347
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1985,2.7679482930025308,2.8226208462456968,2.6763382173754353
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1985,20912.811355620088,21428.873737570004,20382.96515880432
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,1985,8.664976566335419,8.878800923583388,8.445441048078255
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,1,Number,1985,10631.938975643052,10976.096390819035,10318.419027580356
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,3,Rate,1985,4.405218433431602,4.54781599656742,4.275315143202195
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1985,63090.293781796434,65638.2662131966,58181.02609744375
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1985,26.140718619143033,27.196440924208346,24.106621494685783
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1985,923482.332805521,963725.9986802198,839669.6338187718
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,1985,382.63400540043517,399.30849338858326,347.90720275625876
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1985,1987.1464666757367,2099.515358403656,1773.6933475281962
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1985,0.8233506856070893,0.8699094096853718,0.7349089049218919
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,1,Number,1985,110228.59386730644,248209.9540959899,45942.48254863985
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,3,Rate,1985,45.67191692013395,102.84286503617118,19.035725417962812
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,1,Number,1985,22.5100190098494,24.880899366992367,19.55667128800367
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,3,Rate,1985,0.009326760707172588,0.010309107001359757,0.008103075934864049
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1985,88548.52281523525,91332.37881651997,82914.26163058338
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1985,36.68903535398821,37.84249323227112,34.35454572925865
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1985,3006.66977005565,3161.058930565463,2724.6140921751557
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,1985,1.2457781336625502,1.3097474601756103,1.1289116924329936
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,1,Number,1983,479894.7644874354,493307.9136246339,455411.31540616346
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,3,Rate,1983,202.72377342536282,208.38994111009325,192.38113676516824
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,1,Number,1985,53528.481076881224,54064.1009595844,52710.475034005554
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,3,Rate,1985,22.17889437605711,22.400822152919055,21.839963226528333
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,1,Number,1985,42336.040541674396,43442.71507940177,40328.65749994329
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1983,5191.429420381087,5359.614132546414,4915.551459968227
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1983,2.1930353057616094,2.2640822143875647,2.0764951280425996
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1983,36788.359537665965,37602.31193658659,35485.4629580972
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1983,15.540646857379567,15.884487869844177,14.990259292148933
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1983,2818.0895681105703,2839.9497572199493,2797.3555026990775
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1983,1.1904563112044162,1.1996907941619037,1.181697540970375
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1983,54227.61599227005,57118.30296771087,48893.16722252222
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1983,22.907578392850645,24.128702303378876,20.654126878532512
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,1,Number,1983,657.6058980024956,691.6626487913136,614.5111445695508
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,3,Rate,1983,0.2777949645110796,0.2921816874791675,0.2595902836575739
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,1,Number,1983,5832.902177765802,5947.359490203802,5639.9113654230905
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1983,2.4640150862255528,2.512365724720932,2.3824892422077966
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1983,21284.20207237245,21782.60136343528,20822.537000998967
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,1983,8.991166559334783,9.201707270410672,8.796143624613908
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,1,Number,1983,9556.141589560071,9857.378794934568,9259.026535065543
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,3,Rate,1983,4.036837293884226,4.164090074053331,3.9113258496138337
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1983,60232.93205642729,62548.14826789321,55586.963100014946
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1983,25.44442693388071,26.422452537442442,23.481812569735737
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,1,Number,1981,459493.92006003606,471915.76805262663,437049.4886360883
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,3,Rate,1981,197.9529802876176,203.3043934912823,188.2837727154018
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1981,921407.9900604894,958438.8355316746,843464.958454581
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,1981,396.9485769680385,412.90170693031035,363.370210148679
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1983,118.36127263730526,127.91883542281218,107.79838473101898
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,1983,0.04999980327372558,0.05403724092882743,0.04553768229826842
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1983,921554.6310634888,960349.3171651083,840316.5046323383
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,1983,389.2958332778394,405.6840203083285,354.97810206916546
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1981,70812.66462719734,72843.78065283847,66857.66798739621
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1981,30.50655817868001,31.381576221428194,28.802719808470815
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1981,2158.3860214918905,2255.0528598748924,1986.472972838491
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,1981,0.9298467877651759,0.9714914927710582,0.8557855241758244
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1983,1724.3858598600584,1818.002273346999,1551.009702331775
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1983,0.7284388874830545,0.7679856256453093,0.6551989368166539
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1981,4995.784185983744,5152.537137837979,4740.889935927312
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1981,2.1522164392512972,2.219746634176123,2.0424063324053656
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1981,35703.20139176088,36456.387779037614,34534.24455506579
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1981,15.38117222614099,15.705649838497667,14.877577990071122
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,1,Number,1983,103949.50221758704,234280.1534382417,43494.243547245496
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,3,Rate,1983,43.91178419657269,98.96785766021173,18.37343898426756
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,1,Number,1983,24.713059836323865,27.783654999127485,21.249863719542546
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,3,Rate,1983,0.010439632006107293,0.01173675521754736,0.00897666087814377
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1981,1559.0120376983077,1636.8468594834735,1412.7663261462674
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1981,0.6716325628994801,0.7051643122216831,0.6086289556869477
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1981,1947.3555537895713,1972.5075989121171,1923.8574647860673
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1981,0.838933484695342,0.8497691499239183,0.8288103545596933
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1981,51876.88380570792,54516.81102231011,47070.297519653424
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1981,22.34890019008867,23.48619806815527,20.27819144118994
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,1,Number,1981,701.6199730820275,737.1485713411815,658.1661578735022
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,3,Rate,1981,0.30226246450172517,0.31756841655854906,0.28354227724816783
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,1,Number,1981,5764.69347062636,5883.649944257525,5591.621718504704
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1981,2.4834675784305418,2.5347148038056226,2.4089071378231797
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1981,23456.37388747253,23997.4559713482,22851.067137631395
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,1981,10.105158991351091,10.338260685209036,9.844388892143662
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,1,Number,1981,9443.208344646346,9727.840767913613,9149.439953282497
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,3,Rate,1981,4.068195799098712,4.1908173050914,3.9416384584114375
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1981,58337.80275571706,60552.02234861496,54034.88108020726
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1981,25.132306249920603,26.08620650472291,23.27857950311173
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1983,78513.56999347433,80935.88342650772,73942.57418274572
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1983,33.16678645405432,34.190053544888194,31.235843281435695
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,1,Number,1983,2472.9981434905103,2590.8990141492977,2252.8423471833485
1,Deaths,102,United States of America,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,1983,1.0446780261455428,1.0944833400576717,0.9516767744721187
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,1,Number,1983,72945.98464871051,75237.60085850923,68797.04994809045
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,3,Rate,1983,30.814850168265117,31.782906333223075,29.062199878146846
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,3,Rate,1983,18.28853722208965,18.740817606793943,17.462069916187414
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,1983,53600.38412829608,54136.70899430498,53028.82603997182
1,Deaths,102,United States of America,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,1983,22.642614447238046,22.869176203408287,22.401168986751234
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,1,Number,1981,97796.68014121562,220805.9009099486,41141.299013909855
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,3,Rate,1981,42.13144821080344,95.12462350863257,17.723940181065707
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,1,Number,1981,25.79860343986477,29.221443682835204,22.313667297638197
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,3,Rate,1981,0.011114206772338472,0.012588788692934642,0.009612873532987566
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,1,Number,1981,58111.51278854992,58721.3017663922,57343.44104287278
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,3,Rate,1981,25.034819054869,25.297520127158812,24.70392873294344
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,1,Number,1981,44496.635646091934,45576.86149706366,42637.818711550186
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,1,Number,1983,52366.47713577619,52964.151185747694,51597.877755547524
1,Deaths,102,United States of America,3,Both,22,All ages,688,Transport injuries,3,Rate,1983,22.12137041606647,22.373848141715442,21.79668805205115
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,1,Number,1983,43293.261144064585,44363.91499502924,41336.819003998826
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,1,Number,1984,492461.6126053705,506213.9279044539,466545.7010247628
1,Deaths,102,United States of America,3,Both,22,All ages,410,Neoplasms,3,Rate,1984,206.03262928784082,211.78622633447205,195.1901122942927
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,1,Number,1984,5312.063839477495,5484.849746629995,5029.214104292238
1,Deaths,102,United States of America,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,1984,2.2224239448881535,2.2947128986731524,2.104087260074741
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,1,Number,1984,37797.50493571439,38693.753742087865,36362.06302805334
1,Deaths,102,United States of America,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,1984,15.813454537553628,16.18842081583122,15.212904438103834
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,1,Number,1984,1814.9035167199681,1916.4841977646627,1625.5442423835693
1,Deaths,102,United States of America,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,1984,0.7593065812283084,0.8018051928251868,0.6800837785307319
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,1,Number,1984,107033.00373422798,241292.56191228444,44706.43156968718
1,Deaths,102,United States of America,3,Both,22,All ages,542,Neurological disorders,3,Rate,1984,44.77971605394891,100.950286653561,18.703962718330114
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,1,Number,1984,24.826100688779775,27.755625108816467,21.5288041353766
1,Deaths,102,United States of America,3,Both,22,All ages,558,Mental disorders,3,Rate,1984,0.010386569569987606,0.011612203413059904,0.009007069805842989
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1984,4031.108279428827,4051.681498227692,4010.6430718988217
1,Deaths,102,United States of America,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,1984,1.6865067580815691,1.695114036808573,1.677944668350309
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1984,58478.00027263861,61571.586229128516,52710.858153242225
1,Deaths,102,United States of America,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,1984,24.465614868791114,25.759887624735466,22.05279847067714
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,1,Number,1984,637.347319217594,670.8510940754101,597.1283441266276
1,Deaths,102,United States of America,3,Both,22,All ages,957,Enteric infections,3,Rate,1984,0.266648893206596,0.28066596712329006,0.249822360999518
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,1,Number,1984,6208.018421298535,6332.976894620409,6009.255384060108
1,Deaths,102,United States of America,3,Both,22,All ages,961,Other infectious diseases,3,Rate,1984,2.597267127564815,2.6495463756347175,2.5141100446181563
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1984,20729.36577376961,21256.95459986239,20258.548627127122
1,Deaths,102,United States of America,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,1984,8.672606401225428,8.893335307276999,8.475629231526135
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,1,Number,1984,9971.510435183278,10283.574225485343,9677.765973508966
1,Deaths,102,United States of America,3,Both,22,All ages,973,Substance use disorders,3,Rate,1984,4.171810472826176,4.302369528751996,4.048915728894129
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,1984,61421.68830842874,63841.44521563541,56540.75840672291
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,1984,25.697174385904216,26.70953527874948,23.65512522861496
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,1,Number,1981,124.00776573109053,133.44988381169702,113.34770811905635
1,Deaths,102,United States of America,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,1981,0.053423354986004416,0.05749108109223761,0.048830932579056865
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,1984,922992.6028773842,962985.7874929255,841075.3493189525
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,1984,386.1551599483624,402.887227522809,351.88319498160837
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,1,Number,1981,73553.39712164406,75743.50924114099,69546.31228472618
1,Deaths,102,United States of America,3,Both,22,All ages,526,Digestive diseases,3,Rate,1981,31.687283628487876,32.6307982263781,29.961005322934717
1,Deaths,102,United States of America,3,Both,22,All ages,696,Unintentional injuries,3,Rate,1981,19.169441105478104,19.63480945367223,18.368650635925093
1,Deaths,102,United States of America,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1984,83250.49118138179,85916.46506936132,78201.77053030654
